event_date,year,disorder_type,event_type,sub_event_type,actor1,inter1,admin1,admin2,location,latitude,longitude,fatalities
2024-05-28,2024,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,2,Borno,Damboa,Damboa,11.156,12.7576,1.0
2024-05-28,2024,Political violence,Battles,Armed clash,Maphite (Nigeria),3,Edo,Ovia North East,Ekiadolor,6.492,5.5883,1.0
2024-05-28,2024,Political violence,Riots,Mob violence,Rioters (Nigeria),5,Ekiti,Ado Ekiti,Ado-Ekiti,7.621,5.2215,2.0
2024-05-28,2024,Political violence,Battles,Armed clash,Police Forces of Nigeria (2023-),1,Katsina,Dandume,Dandume,11.4588,7.1261,1.0
2024-05-28,2024,Political violence,Battles,Armed clash,Katsina Communal Militia (Nigeria),4,Katsina,Safana,Kirtawa,12.6495,7.1645,25.0
2024-05-28,2024,Demonstrations,Protests,Peaceful protest,Protesters (Nigeria),6,Kwara,Ilorin West,Ilorin,8.4875,4.5235,0.0
2024-05-28,2024,Political violence,Battles,Armed clash,SEC: Supreme Eiye Confraternity (Nigeria),3,Lagos,Kosofe,Mile 12,6.6063,3.3954,1.0
2024-05-28,2024,Political violence,Violence against civilians,Abduction/forced disappearance,Unidentified Armed Group (Nigeria),3,Nassarawa,Wamba,Wamba,8.9333,8.6,0.0
2024-05-28,2024,Demonstrations,Protests,Peaceful protest,Protesters (Nigeria),6,Abia,Ukwa East,Akwete,4.8869,7.3569,0.0
2024-05-28,2024,Demonstrations,Protests,Peaceful protest,Protesters (Nigeria),6,Ogun,Obafemi,Mowe,6.8107,3.4366,0.0
2024-05-28,2024,Political violence,Battles,Armed clash,Black Axe (Nigeria),3,Edo,Ikpoba Okha,Idogbo,6.2667,5.7167,2.0
2024-05-28,2024,Political violence,Violence against civilians,Attack,Kaduna Communal Militia (Nigeria),4,Kaduna,Kachia,Agunu Dutse,9.8735,7.9555,2.0
2024-05-28,2024,Political violence,Battles,Armed clash,Black Axe (Nigeria),3,Anambra,Awka South,Awka,6.2101,7.0741,1.0
2024-05-28,2024,Demonstrations,Protests,Peaceful protest,Protesters (Nigeria),6,Zamfara,Gusau,Gusau,12.1628,6.6614,0.0
2024-05-27,2024,Political violence,Violence against civilians,Attack,Police Forces of Nigeria (2023-),1,Bayelsa,Yenagoa,Azikoro,4.8763,6.285,1.0
2024-05-27,2024,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Nigeria (2023-),1,Borno,Abadan,Abadam,13.6169,13.2644,3.0
2024-05-27,2024,Political violence,Battles,Armed clash,Black Axe (Nigeria),3,Ekiti,Ado Ekiti,Ado-Ekiti,7.621,5.2215,1.0
2024-05-27,2024,Demonstrations,Protests,Protest with intervention,Protesters (Nigeria),6,Federal Capital Territory,Abuja Municipal,Abuja,9.0833,7.5333,0.0
2024-05-27,2024,Political violence,Violence against civilians,Attack,Fulani Ethnic Militia (Nigeria),4,Jigawa,Birnin Kudu,Birnin Kudu,11.4459,9.4984,0.0
2024-05-27,2024,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Nigeria (2023-),1,Katsina,Kankara,Bakai,11.9054,7.2818,15.0
2024-05-27,2024,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Nigeria (2023-),1,Katsina,Kankara,Kankara,11.9302,7.4127,15.0
2024-05-27,2024,Political violence,Battles,Armed clash,Police Forces of Nigeria (2023-),1,Kogi,Lokoja,Obajana,7.9166,6.4333,2.0
2024-05-27,2024,Political violence,Riots,Mob violence,Rioters (Nigeria),5,Kwara,Pategi,Pategi,8.7333,5.75,0.0
2024-05-27,2024,Political violence,Riots,Mob violence,Rioters (Nigeria),5,Lagos,Alimosho,Ipaja,6.6088,3.2545,10.0
2024-05-27,2024,Demonstrations,Protests,Peaceful protest,Protesters (Nigeria),6,Lagos,Lagos Mainland,Yaba,6.4979,3.3829,0.0
2024-05-27,2024,Political violence,Battles,Armed clash,Unidentified Cult Militia (Nigeria),3,Lagos,Oshodi,Isolo,6.5292,3.3217,1.0
2024-05-27,2024,Political violence,Violence against civilians,Abduction/forced disappearance,Sokoto Communal Militia (Nigeria),4,Sokoto,Sabon Birni,Garin Idi,13.4688,6.393,0.0
2024-05-27,2024,Demonstrations,Protests,Peaceful protest,Protesters (Nigeria),6,Sokoto,Sokoto North,Sokoto,13.0682,5.2347,0.0
2024-05-27,2024,Political violence,Violence against civilians,Attack,Sokoto Communal Militia (Nigeria),4,Sokoto,Tangaza,Asarawa,13.2793,5.0667,5.0
2024-05-27,2024,Political violence,Battles,Armed clash,Islamic State (West Africa),2,Yobe,Gujba,Buni Gari,11.2212,12.0827,0.0
2024-05-27,2024,Political violence,Battles,Armed clash,Islamic State (West Africa),2,Yobe,Gujba,Buni Yadi,11.2689,11.9994,0.0
2024-05-27,2024,Political violence,Violence against civilians,Attack,Zamfara Communal Militia (Nigeria),4,Zamfara,Bakura,Birnin Tudu,12.6914,6.0136,2.0
2024-05-27,2024,Political violence,Violence against civilians,Attack,Zamfara Communal Militia (Nigeria),4,Zamfara,Bakura,Rini,12.7246,6.0636,3.0
2024-05-27,2024,Political violence,Violence against civilians,Attack,Zamfara Communal Militia (Nigeria),4,Zamfara,Bungudu,Karakai,12.3738,6.4497,5.0
2024-05-27,2024,Strategic developments,Strategic developments,Change to group/activity,Zamfara Communal Militia (Nigeria),4,Zamfara,Tsafe,Tsafe,11.9555,6.9194,0.0
2024-05-27,2024,Political violence,Battles,Armed clash,Black Axe (Nigeria),3,Ogun,Obafemi,Magboro,6.7148,3.4025,0.0
2024-05-27,2024,Political violence,Violence against civilians,Abduction/forced disappearance,Islamic State (West Africa),2,Borno,Konduga,Mairami,11.577,13.5367,0.0
2024-05-27,2024,Political violence,Battles,Armed clash,Islamic State (West Africa),2,Borno,Konduga,Mairami,11.577,13.5367,0.0
2024-05-26,2024,Political violence,Explosions/Remote violence,Suicide bomb,Islamic State (West Africa),2,Borno,Abadan,Malam Fatori,13.6746,13.3395,4.0
2024-05-26,2024,Political violence,Violence against civilians,Attack,Aila Communal Militia (Nigeria),4,Benue,Agatu,Aila,7.872,8.0083,10.0
2024-05-26,2024,Political violence,Violence against civilians,Attack,Islamic State (West Africa) and/or Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,2,Borno,Kukawa,Kangarwa,13.3031,13.4828,15.0
2024-05-26,2024,Political violence,Violence against civilians,Abduction/forced disappearance,Unidentified Armed Group (Nigeria),3,Enugu,Udi,Udi,6.3144,7.4258,0.0
2024-05-26,2024,Demonstrations,Protests,Peaceful protest,Protesters (Nigeria),6,Kano,Bichi,Bichi,12.2343,8.2412,0.0
2024-05-26,2024,Demonstrations,Protests,Peaceful protest,Protesters (Nigeria),6,Kano,Gaya,Gaya,11.8614,8.9971,0.0
2024-05-26,2024,Demonstrations,Protests,Peaceful protest,Protesters (Nigeria),6,Kano,Karaye,Karaye,11.7821,8.0162,0.0
2024-05-26,2024,Demonstrations,Protests,Peaceful protest,Protesters (Nigeria),6,Kano,Rano,Rano,11.5491,8.5746,0.0
2024-05-26,2024,Political violence,Violence against civilians,Attack,Unidentified Armed Group (Nigeria),3,Kogi,Adavi,Osara,7.6813,6.4286,2.0
2024-05-26,2024,Political violence,Battles,Armed clash,Black Axe (Nigeria),3,Lagos,Ojo,Ojo,6.4538,3.2059,2.0
2024-05-26,2024,Political violence,Violence against civilians,Attack,Nasarawa Communal Militia (Nigeria),4,Nassarawa,Nasarawa Eggon,Ube,8.8757,8.4231,2.0
2024-05-26,2024,Political violence,Violence against civilians,Attack,Niger Communal Militia (Nigeria),4,Niger,Muya,Sarkin Pawa,10.0209,7.1124,1.0
2024-05-26,2024,Political violence,Battles,Armed clash,Black Axe (Nigeria),3,Osun,Ife Central,Ile-Ife,7.4824,4.5603,0.0
2024-05-26,2024,Political violence,Violence against civilians,Attack,Plateau Communal Militia (Nigeria),4,Plateau,Mangu,Pushit,9.4295,9.276,2.0
2024-05-26,2024,Political violence,Violence against civilians,Attack,Plateau Communal Militia (Nigeria),4,Plateau,Pankshin,Tilengpat,9.3949,9.3187,2.0
2024-05-26,2024,Political violence,Violence against civilians,Attack,Sokoto Communal Militia (Nigeria),4,Sokoto,Sabon Birni,Tara,13.4667,6.3667,3.0
2024-05-26,2024,Demonstrations,Riots,Violent demonstration,Rioters (Nigeria),5,Kano,Kano Municipal,Kano,12.0,8.5167,0.0
2024-05-26,2024,Political violence,Violence against civilians,Abduction/forced disappearance,Sokoto Communal Militia (Nigeria),4,Sokoto,Wamakko,Bado,12.9849,5.1959,0.0
2024-05-25,2024,Demonstrations,Protests,Peaceful protest,Protesters (Nigeria),6,Imo,Owerri Municipal,Owerri,5.4833,7.0304,0.0
2024-05-25,2024,Political violence,Battles,Armed clash,Egba Communal Militia (Nigeria),4,Benue,Agatu,Aila,7.872,8.0083,10.0
2024-05-25,2024,Political violence,Violence against civilians,Abduction/forced disappearance,Unidentified Armed Group (Nigeria),3,Benue,Makurdi,North Bank,7.7549,8.5444,0.0
2024-05-25,2024,Political violence,Violence against civilians,Attack,Unidentified Armed Group (Nigeria),3,Ebonyi,Afikpo North,Akpoha,5.9601,7.9634,3.0
2024-05-25,2024,Political violence,Battles,Armed clash,Military Forces of Nigeria (2023-),1,Kaduna,Kachia,Gidan Azara,9.6186,7.4597,5.0
2024-05-25,2024,Political violence,Violence against civilians,Attack,Katsina Communal Militia (Nigeria),4,Katsina,Bakori,Bakori,11.5545,7.4243,29.0
2024-05-25,2024,Political violence,Violence against civilians,Attack,Katsina Communal Militia (Nigeria),4,Katsina,Bakori,Guga,11.7284,7.3509,11.0
2024-05-25,2024,Political violence,Battles,Armed clash,Black Axe (Nigeria),3,Lagos,Eti-Osa,Aja,6.4696,3.5629,1.0
2024-05-25,2024,Demonstrations,Protests,Protest with intervention,Protesters (Nigeria),6,Nassarawa,Lafia,Lafia,8.4833,8.5167,0.0
2024-05-25,2024,Political violence,Battles,Armed clash,Black Axe (Nigeria),3,Ogun,Ado-Odo,Ijoko,6.7424,3.2622,2.0
2024-05-25,2024,Political violence,Violence against civilians,Abduction/forced disappearance,Unidentified Armed Group (Nigeria),3,Ondo,Akoko North West,Irun,7.5881,5.6698,0.0
2024-05-25,2024,Political violence,Battles,Armed clash,Islamic State (West Africa) and/or Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,2,Yobe,Damaturu,Damaturu,11.747,11.9608,0.0
2024-05-24,2024,Political violence,Battles,Armed clash,Police Forces of Nigeria (2023-),1,Kogi,Ankpa,Ankpa,7.3706,7.6253,1.0
2024-05-24,2024,Demonstrations,Protests,Peaceful protest,Protesters (Nigeria),6,Federal Capital Territory,Abuja Municipal,Abuja,9.0833,7.5333,0.0
2024-05-24,2024,Political violence,Violence against civilians,Abduction/forced disappearance,Unidentified Armed Group (Nigeria),3,Benue,Makurdi,Makurdi,7.7411,8.5121,0.0
2024-05-24,2024,Political violence,Battles,Armed clash,Police Forces of Nigeria (2023-) Nigeria Customs Service,1,Federal Capital Territory,Abuja Municipal,Karu,8.9961,7.5756,0.0
2024-05-24,2024,Political violence,Battles,Armed clash,Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,2,Niger,Muya,Kuchi,9.9384,7.0212,7.0
2024-05-24,2024,Political violence,Battles,Armed clash,Unidentified Cult Militia (Nigeria),3,Delta,Ukwuani,Obiaruku Quarters,5.8467,6.1526,1.0
2024-05-24,2024,Political violence,Violence against civilians,Attack,Unidentified Armed Group (Nigeria),3,Imo,Owerri Municipal,Owerri,5.4833,7.0304,2.0
2024-05-24,2024,Political violence,Battles,Armed clash,Military Forces of Nigeria (2023-),1,Kaduna,Birnin Gwari,Saulawa,11.0445,6.8956,5.0
2024-05-24,2024,Political violence,Battles,Armed clash,Military Forces of Nigeria (2023-),1,Kaduna,Giwa,Giwa,11.2803,7.4173,1.0
2024-05-24,2024,Political violence,Battles,Armed clash,Military Forces of Nigeria (2023-),1,Kaduna,Giwa,Kidandan,11.0538,7.1958,0.0
2024-05-24,2024,Political violence,Battles,Armed clash,SEC: Supreme Eiye Confraternity (Nigeria),3,Ogun,Ado-Odo,Ijoko,6.7424,3.2622,1.0
2024-05-24,2024,Political violence,Riots,Mob violence,Rioters (Nigeria),5,Osun,Boluwaduro,Otan Aiyegbaju,7.9495,4.7908,0.0
2024-05-24,2024,Political violence,Battles,Armed clash,Black Axe (Nigeria),3,Oyo,Ibadan North,Agodi,7.4035,3.9132,0.0
2024-05-24,2024,Political violence,Riots,Mob violence,Rioters (Nigeria),5,Oyo,Oyo West,Oyo,7.85,3.9333,1.0
2024-05-24,2024,Political violence,Violence against civilians,Attack,Zamfara Communal Militia (Nigeria),4,Zamfara,Kaura Namoda,Kaura Namoda,12.5898,6.5779,2.0
2024-05-24,2024,Political violence,Battles,Armed clash,Black Axe (Nigeria),3,Plateau,Jos North,Jos,9.9285,8.8921,0.0
2024-05-24,2024,Political violence,Battles,Armed clash,Black Axe (Nigeria),3,Plateau,Jos South,Bukuru,9.794,8.864,0.0
2024-05-23,2024,Political violence,Battles,Armed clash,Police Forces of Nigeria (2023-),1,Kogi,Ajaokuta,Ajaokuta,7.4605,6.6947,0.0
2024-05-23,2024,Political violence,Violence against civilians,Attack,Unidentified Armed Group (Nigeria),3,Nassarawa,Toto,Ugya,8.2052,7.1627,7.0
2024-05-23,2024,Demonstrations,Protests,Peaceful protest,Protesters (Nigeria),6,Akwa Ibom,Oron,Oron,4.8256,8.2344,0.0
2024-05-23,2024,Political violence,Violence against civilians,Attack,Fulani Ethnic Militia (Nigeria),4,Benue,Makurdi,Makurdi,7.7411,8.5121,0.0
2024-05-23,2024,Political violence,Battles,Armed clash,SEC: Supreme Eiye Confraternity (Nigeria),3,Oyo,Ibadan North East,Iwo Road,7.4045,3.9348,0.0
2024-05-23,2024,Political violence,Battles,Armed clash,Buccaneers (Nigeria),3,Ekiti,Ado Ekiti,Odo,7.6139,5.1323,0.0
2024-05-23,2024,Political violence,Battles,Armed clash,Black Axe (Nigeria),3,Plateau,Jos North,Jos,9.9285,8.8921,1.0
2024-05-23,2024,Demonstrations,Protests,Peaceful protest,Protesters (Nigeria),6,Rivers,Port Harcourt,Port Harcourt,4.7774,7.0134,0.0
2024-05-23,2024,Political violence,Riots,Mob violence,Rioters (Nigeria),5,Federal Capital Territory,Abuja Municipal,Wuse,9.0706,7.4675,0.0
2024-05-22,2024,Political violence,Violence against civilians,Abduction/forced disappearance,Unidentified Armed Group (Nigeria),3,Cross River,Calabar Municipal,Calabar,4.9667,8.3333,0.0
2024-05-22,2024,Political violence,Violence against civilians,Abduction/forced disappearance,Unidentified Armed Group (Nigeria),3,Anambra,Aguata,Ekwulobia,6.0238,7.0862,0.0
2024-05-22,2024,Political violence,Battles,Armed clash,Katsina Communal Militia (Nigeria),4,Katsina,Dan-Musa,Kanawa,12.2615,7.3032,1.0
2024-05-22,2024,Political violence,Battles,Armed clash,Military Forces of Nigeria (2023-),1,Katsina,Dan-Musa,Ungwan Maganda,12.2681,7.3039,0.0
2024-05-22,2024,Political violence,Battles,Armed clash,Military Forces of Nigeria (2023-),1,Katsina,Dan-Musa,Yan Malamai,12.3042,7.2202,0.0
2024-05-22,2024,Political violence,Battles,Armed clash,Police Forces of Nigeria (2023-),1,Delta,Ughelli North,Ohoro,5.2829,6.072,3.0
2024-05-22,2024,Political violence,Violence against civilians,Attack,Kaduna Communal Militia (Nigeria),4,Kaduna,Chikun,Kakau,10.3793,7.3915,1.0
2024-05-22,2024,Political violence,Violence against civilians,Attack,Military Forces of Nigeria (2023-),1,Kaduna,Kachia,Bishini,9.6305,7.3374,2.0
2024-05-22,2024,Political violence,Battles,Armed clash,Fulani Ethnic Militia (Nigeria),4,Benue,Apa,Edikwu Icho,7.6159,7.9288,1.0
2024-05-22,2024,Demonstrations,Protests,Peaceful protest,Protesters (Nigeria),6,Enugu,Enugu North,Enugu,6.4426,7.5022,0.0
2024-05-22,2024,Political violence,Battles,Armed clash,Police Forces of Nigeria (2023-),1,Anambra,Orumba North,Ndike,6.0835,7.1604,0.0
2024-05-22,2024,Political violence,Violence against civilians,Attack,Police Forces of Nigeria (2023-),1,Benue,Makurdi,Makurdi,7.7411,8.5121,1.0
2024-05-22,2024,Political violence,Violence against civilians,Attack,Sokoto Communal Militia (Nigeria),4,Sokoto,Sabon Birni,Kurawa,13.52,6.3635,4.0
2024-05-22,2024,Political violence,Violence against civilians,Abduction/forced disappearance,Unidentified Armed Group (Nigeria),3,Benue,Ukum,Sankera,7.5353,9.6522,0.0
2024-05-22,2024,Strategic developments,Strategic developments,Agreement,Islamic State (West Africa) and/or Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,2,Borno,Monguno,Monguno,12.6786,13.6079,0.0
2024-05-22,2024,Political violence,Battles,Armed clash,SEC: Supreme Eiye Confraternity (Nigeria),3,Ogun,Ado-Odo,Ijoko,6.7424,3.2622,1.0
2024-05-22,2024,Political violence,Violence against civilians,Attack,Sokoto Communal Militia (Nigeria),4,Sokoto,Isa,Isa,13.2003,6.4071,4.0
2024-05-22,2024,Political violence,Riots,Mob violence,Rioters (Nigeria),5,Plateau,Jos North,Jos,9.9285,8.8921,1.0
2024-05-22,2024,Political violence; Demonstrations,Protests,Excessive force against protesters,Protesters (Nigeria),6,Abia,Ukwa West,Asa,4.9419,7.2597,0.0
2024-05-22,2024,Political violence,Violence against civilians,Attack,Askarawa Communal Militia (Nigeria),4,Zamfara,Gusau,Gusau,12.1628,6.6614,2.0
2024-05-22,2024,Political violence,Violence against civilians,Abduction/forced disappearance,Unidentified Armed Group (Nigeria),3,Federal Capital Territory,Bwari,Ushapa,9.2185,7.4122,0.0
2024-05-21,2024,Political violence,Violence against civilians,Abduction/forced disappearance,Unidentified Armed Group (Nigeria),3,Adamawa,Numan,Bare,9.6,12.05,0.0
2024-05-21,2024,Political violence,Battles,Armed clash,Black Axe (Nigeria),3,Lagos,Apapa,Ijora,6.4613,3.3696,1.0
2024-05-21,2024,Political violence,Battles,Armed clash,Police Forces of Nigeria (2023-),1,Kwara,Ifelodun,Share,8.8167,4.9833,0.0
2024-05-21,2024,Demonstrations,Protests,Peaceful protest,Protesters (Nigeria),6,Gombe,Gombe,Gombe,10.2897,11.1673,0.0
2024-05-21,2024,Demonstrations,Protests,Peaceful protest,Protesters (Nigeria),6,Lagos,Oshodi,Isolo,6.5292,3.3217,0.0
2024-05-21,2024,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Islamic State (West Africa),2,Borno,Kukawa,Doro Naira,13.193,13.6146,10.0
2024-05-21,2024,Strategic developments,Strategic developments,Change to group/activity,Islamic State (West Africa),2,Borno,Mobbar,Damasak,13.0977,12.4952,0.0
2024-05-21,2024,Political violence,Violence against civilians,Abduction/forced disappearance,Niger Communal Militia (Nigeria),4,Niger,Muya,Sarkin Pawa,10.0209,7.1124,0.0
2024-05-21,2024,Political violence,Violence against civilians,Attack,Unidentified Armed Group (Nigeria),3,Ogun,Ado-Odo,Ado Odo,6.6,2.9333,1.0
2024-05-21,2024,Demonstrations,Protests,Peaceful protest,Protesters (Nigeria),6,Bauchi,Bauchi,Bauchi,10.3134,9.8433,0.0
2024-05-21,2024,Political violence,Battles,Armed clash,Unidentified Cult Militia (Nigeria),3,Ondo,Okitipupa,Okitipupa,6.5048,4.7839,0.0
2024-05-21,2024,Political violence,Violence against civilians,Attack,Ajebo Communal Militia (Nigeria),4,Ogun,Obafemi,Ajebo,7.1083,3.7116,1.0
2024-05-21,2024,Demonstrations,Protests,Peaceful protest,Protesters (Nigeria),6,Plateau,Jos North,Jos,9.9285,8.8921,0.0
2024-05-21,2024,Political violence,Violence against civilians,Abduction/forced disappearance,Unidentified Armed Group (Nigeria),3,Oyo,Iwajowa,Iganna,7.9744,3.2438,0.0
2024-05-21,2024,Political violence,Riots,Mob violence,Rioters (Nigeria),5,Niger,Suleja,Suleja,9.1758,7.1808,0.0
2024-05-20,2024,Political violence,Violence against civilians,Abduction/forced disappearance,Kaduna Communal Militia (Nigeria),4,Kaduna,Chikun,Kakau,10.3793,7.3915,0.0
2024-05-20,2024,Political violence,Battles,Armed clash,Black Axe (Nigeria),3,Lagos,Apapa,Ijora,6.4613,3.3696,0.0
2024-05-20,2024,Political violence,Battles,Armed clash,Islamic State (West Africa),2,Borno,Marte,New Marte,12.2442,13.8605,1.0
2024-05-20,2024,Political violence,Battles,Armed clash,Unidentified Armed Group (Nigeria),3,Plateau,Wase,New Zurak,9.2333,10.5667,3.0
2024-05-20,2024,Political violence,Violence against civilians,Attack,Ezza Communal Militia (Nigeria),4,Ebonyi,Ohaukwu,Effium,6.631,8.0581,2.0
2024-05-20,2024,Political violence,Violence against civilians,Attack,Kaduna Communal Militia (Nigeria),4,Kaduna,Kachia,Bishini,9.6305,7.3374,0.0
2024-05-20,2024,Political violence,Violence against civilians,Attack,Kaduna Communal Militia (Nigeria),4,Kaduna,Makarfi,Nassarawa,11.2446,7.905,0.0
2024-05-20,2024,Political violence,Violence against civilians,Attack,Kaduna Communal Militia (Nigeria),4,Kaduna,Giwa,Unguwan Jibo,11.2555,7.2829,0.0
2024-05-20,2024,Political violence,Violence against civilians,Attack,Unidentified Armed Group (Nigeria),3,Anambra,Ihiala,Orkija,5.9077,6.8432,1.0
2024-05-20,2024,Political violence,Violence against civilians,Attack,Unidentified Armed Group (Nigeria),3,Plateau,Wase,Bashar,9.3132,10.1578,16.0
